run_index,rotor_speed_mean,rotor_speed_std,rotor_speed_min,rotor_speed_max,rotor_speed_rms,torque_mean,torque_std,torque_min,torque_max,torque_rms,del_pos_mean,del_pos_std,del_pos_min,del_pos_max,del_pos_rms,i_3p_a_mean,i_3p_a_std,i_3p_a_min,i_3p_a_max,i_3p_a_rms,i_3p_b_mean,i_3p_b_std,i_3p_b_min,i_3p_b_max,i_3p_b_rms,i_3p_c_mean,i_3p_c_std,i_3p_c_min,i_3p_c_max,i_3p_c_rms,direct_mean,direct_std,direct_min,direct_max,direct_rms,quadrature_mean,quadrature_std,quadrature_min,quadrature_max,quadrature_rms,rod_demand_pos_mean,rod_demand_pos_std,rod_demand_pos_min,rod_demand_pos_max,rod_demand_pos_rms,rod_actual_pos_mean,rod_actual_pos_std,rod_actual_pos_min,rod_actual_pos_max,rod_actual_pos_rms,position_error_mean,position_error_std,position_error_min,position_error_max,position_error_rms,current_rms,ylabel,split,DV
976,-5.332555942668389,77.69011191024566,-183.602305305988,183.336601218368,77.87290697995152,0.011063602799519108,7.617769024960142,-23.6720562464678,20.2721200737195,7.6177770590211615,3.08409661404818,10.513043344336424,-10.658955860572974,17.88203535384298,10.956081976905788,-0.13115074561834436,5.1975407693279765,-14.1997476819305,19.8583322244898,5.199195184536036,0.07605426230691407,5.020383563302106,-15.3374602284843,18.3742345284706,5.020959606837024,0.05509648331143034,5.178802715485732,-19.3578279156391,18.7384699129783,5.179095788687025,0.001200390442928293,0.2727618882620719,-1.70652152295922,1.16255775258875,0.27276452963225717,0.0105367645709706,7.25501811900966,-22.5448154728265,19.30678102259,7.255025770496345,906.0840966140482,10.51304334432833,892.341044139427,920.882035353843,906.145084529655,906.3782253600581,9.667534312502125,891.107082350943,922.161291841133,906.4297814097524,0.294128746009836,6.119980602116234,-17.882035353771926,19.950521594630004,6.127044498737406,5.133702339403385,HI,train,0.6832329197169315
175,1.3668824304067404,72.80760378139874,-183.329394807668,183.667718693671,72.8204335057661,-0.005586565488773964,7.518446924801384,-22.7427867212535,21.7700808461366,7.518449000343711,10.986856489590501,8.059249547299167,2.736441667493977,21.08190684178402,13.625803418092408,-0.02827933631566303,5.02690322927663,-18.3826697638089,17.5371788308776,5.026982772734979,-0.22104983151805171,5.131934339990296,-19.0423555187395,15.5890570072303,5.136692817171939,0.2493291678337147,5.029106904017442,-15.5927244340927,19.2762783376855,5.035283635106224,0.0012648248940432144,0.2616132555177468,-1.64054225323459,1.46602920048852,0.26161631303228483,-0.005320538560737115,7.1604256426679855,-21.6597968773843,20.7334103296539,7.160427619374963,280.98685648959054,8.059249547297812,272.736441667494,291.081906841784,281.10241020519084,281.0438471371371,7.657225854403097,269.999998438298,292.363098881268,281.14814088204076,0.056990647546572855,5.629514736121759,-16.582881169279005,18.349013040901013,5.6298032024325515,5.06656524617775,HI,test,0.799457770311055
275,-16.44653886019989,71.36319022663437,-183.004263441729,182.671946527765,73.23382797452874,0.0009266073809960521,5.4415068178687696,-20.7612671408761,23.5219884639644,5.441506896762472,-23.716623178755068,11.54291682295404,-39.144550753815,-5.8567103755110566,26.376450553186597,0.003662888587913092,3.7197515258603904,-14.2709242618496,11.1330862726748,3.719753329307403,0.25445701090516676,3.6095422128902146,-11.0122543562274,19.759608565003,3.6185001529687932,-0.25811989949307984,3.6594281093620484,-22.3984467782426,12.5790762137523,3.668520133528425,-0.00016547952092484187,0.26132673608528967,-1.51696001022326,1.99542391077794,0.2613267884784537,0.0008824832199962215,5.182387445589305,-19.772635372263,22.4018937752042,5.182387520726164,844.2833768212449,11.542916822952051,828.855449246185,862.143289624489,844.3622796557564,845.6854972362844,11.878841471976623,827.649713682202,867.999999999956,845.768920634057,1.4021204150395141,5.598624527782842,-13.479554234417947,19.32990064881801,5.771528243139961,3.669157403638793,LN,test,2.9386722550655277e-05
548,25.350855463512993,73.21766336344513,-182.879891082811,183.040635134043,77.48220506112807,0.010757134084783687,5.720809982803117,-15.0656737060628,21.751394477653,5.7208200963912095,19.446345272849708,22.518951547754384,-14.323882705331982,50.68824219600401,29.75337835071832,0.0554341224897666,3.819049965091748,-14.3482885460409,13.6423188307019,3.8194522614903166,-0.08410199134848398,3.867229869864069,-11.3983095970311,11.8794800590864,3.868144259372657,0.028667868858717374,3.884006554131223,-20.3223446614321,13.1088632740573,3.884112351521155,-0.0001697534823475387,0.2701715067973998,-2.20736010431469,1.43897180940889,0.2701715601269353,0.010244889604555914,5.448390459812493,-14.3482606724407,20.7156137882409,5.448400091801151,507.4463452728497,22.51895154775407,473.676117294668,538.688242196004,507.9457613855857,505.53327373742417,21.907223743128117,472.406619015214,539.883645695473,506.0077245534982,-1.913071535425494,5.931475566211458,-18.897360688207982,14.323882705306005,6.232354698845276,3.8573343277605727,LO,test,0.06636044721287834
869,-12.875641180019931,78.08156944200226,-183.752583171687,183.746062551672,79.13604502578359,0.001875798767301559,7.4899016149793605,-18.7275506280474,21.0050147228501,7.4899018498703605,-21.766345848877226,9.334337646144222,-35.220862893140975,-7.427147568907003,23.683404968567338,0.09325349576586148,5.06689718629895,-17.0411331792212,19.1783712742055,5.067755253659826,-0.05636450882988649,5.014058730493537,-15.2032622387445,15.4208642226823,5.014375525496081,-0.03688898693597501,5.060681000016645,-15.543257923088,15.0277903565023,5.060815446278063,0.0012485850403690134,0.27482064196557515,-2.01233710832118,1.74905227323358,0.27482347828192166,0.0017864750164776567,7.133239633313677,-17.8357625029023,20.0047759265239,7.133239857019391,655.2336541511228,9.33433764614498,641.779137106859,669.572852431093,655.3001384034078,656.3442135560018,9.54133454164888,640.493896299788,677.000001280594,656.4135615092684,1.1105594048790826,6.2622550444327265,-16.55274358987799,18.76547117098403,6.359967015110103,5.04770436941314,HI,train,0.6566567838341947
918,-1.1744852569436237,67.71766387886657,-183.732626567365,183.729072363705,67.72784816329195,0.005761135770921935,7.025994040085658,-17.7148801926111,20.2960798519592,7.025996402077399,-18.58669083752984,10.897113755966739,-32.95547691224704,-2.354297336068953,21.54558341053672,-0.12908550233185864,4.723849195380028,-16.8714492489461,15.534085639886,4.725612583317089,0.33402212638536066,4.695240291855693,-14.6898859992955,17.3503808853445,4.707106561273085,-0.20493662405350194,4.76742848326392,-15.3617589582992,14.5801227983689,4.771831237891233,-0.0013673000803690728,0.2528257924970834,-1.80449366119195,1.50935966339366,0.2528294896986664,0.00548679597230658,6.6914228953196755,-16.8713144691534,19.3295998590088,6.69142514483562,738.4133091624702,10.897113755969551,724.044523087753,754.645702663931,738.4937117108583,738.68508455552,10.829611547918882,722.677966771765,757.000001263692,738.7644649217195,0.2717753930498404,5.065625946709436,-15.45731268760494,17.80542495294992,5.0729112052393805,4.73492836375587,HI,train,0.6915190588313377
664,-15.490620963356356,60.94522752635902,-183.327388504141,182.698634567017,62.883066846886884,-0.0188636421282234,5.832940469484785,-17.8575108504526,20.5210337762934,5.832970971773109,-24.525691407611486,11.088020810133814,-39.288879990832015,-6.4430246491989465,26.91567841439908,0.16364394138753055,4.009073506336129,-15.4843120280331,13.9162924652186,4.012411957757966,0.07152773173036533,3.8717697625383756,-12.6079093890148,13.3162874497887,3.8724304139019674,-0.23517167311789589,3.9025715373900445,-19.3136414628175,12.8177982949403,3.909650920515023,-0.00021192554103253972,0.24493887406292789,-1.729801031182,2.04704183289386,0.24493896574381502,-0.017965373455450854,5.555181399509319,-17.0071531909072,19.543841691708,5.555210449307723,495.4743085923885,11.088020810132194,480.711120009168,513.556975350801,495.5983602480857,496.51030785541093,11.393371022215232,479.446886380764,519.999999999976,496.6410119089288,1.0359992630224453,4.592124471230796,-12.904693233239016,19.757830877315996,4.707536684111953,3.931943427431107,MED,test,0.34793266452612925
1098,-10.02190494080823,60.62816983397705,-183.001873214851,182.419600101145,61.450903622812255,0.002382325163442768,5.0841300962965486,-18.8896473575596,20.4959050371481,5.084130654452297,-10.113318180899556,10.284524246064995,-22.44386152569598,5.27380369111097,14.423960745787276,-0.2402955800833271,3.459939157231508,-19.4837715783431,14.1750396073764,3.4682734807900406,0.15161079273887196,3.3740108811233864,-11.7191627773354,11.1688546096491,3.3774154702100123,0.08868478734445517,3.4378177891513055,-11.7732602516859,14.4642575008059,3.4389614919204172,-0.001921819003833826,0.2509139494786538,-1.58325819354593,1.61892251965679,0.25092130924108447,0.002268881108040771,4.842028663139571,-17.990140340533,19.5199095591887,4.842029194716474,729.8866818191004,10.284524246065164,717.556138474304,745.273803691111,729.9591356616237,730.63704779896,10.029505507774806,716.354436301629,745.608612789724,730.7058824158393,0.750365979859483,4.360319003891555,-12.76212073194597,18.773156220005944,4.4244130593140065,3.428425894336782,LN,train,6.821814476497265e-05
798,24.004384608140498,61.31118218955375,-116.499174025917,183.187439758848,65.84277896547339,0.000278655560281502,5.696127261942715,-15.9402812213416,21.1433891497965,5.696127268758655,22.094574483651137,19.040537674189576,-6.743859449483978,47.99539866437999,29.16697270091362,-0.2577568084034191,3.8862264165488978,-15.1813067433803,12.6086321786912,3.8947649907229067,0.04896522271218108,3.7468202358376757,-13.473203599654,13.0708013073832,3.7471401725473186,0.20879158569123804,3.8710605178021242,-12.1522211687007,20.0369148538081,3.8766871757651415,0.00038780242552798906,0.2515576177626106,-1.46989751787545,1.4278855748339,0.2515579166814691,0.00026538624788711643,5.424883106612111,-15.1812202108015,20.1365610950443,5.424883113103482,443.0945744836511,19.040537674189753,414.256140550516,468.99539866438,443.5034881618972,441.3849272125647,18.813290251403043,413.733939678295,470.245824409577,441.7856877044848,-1.7096472710864479,4.716534474914312,-18.37276544749301,6.74385944945999,5.016830796886473,3.8400936301267734,MED,test,0.2711147131057592
1074,-14.17762508214614,65.13647743497147,-183.016629741392,182.931795118824,66.66157623103767,-0.0057412016726262295,5.2511475659056535,-18.0075087831477,14.8837484755765,5.251150704399324,-3.9349575555569913,15.27113180467494,-28.346841710785043,17.429716582401056,15.769951095668926,0.2462972174993721,3.52253927683923,-11.1231461135027,17.1103680723394,3.531139373661563,0.005191422246051568,3.623509407465875,-13.0503181231521,12.4286803255841,3.623513126353848,-0.25148863974542374,3.4569952222795224,-11.1500968327624,11.0713800136608,3.4661307682752605,-8.160020985721756e-05,0.25352805246161003,-1.45021902695491,2.02276391049344,0.2535280655934785,-0.005467811116786917,5.001092919910146,-17.1500083649026,14.1749985481681,5.001095908951737,768.065042444443,15.271131804680444,743.653158289215,789.429716582401,768.2168423640423,768.8278088138914,14.215098338686328,742.43472438442,790.624840228159,768.9592112890956,0.7627663694483373,4.955441766021148,-17.429719678698007,17.899476317238054,5.013802512144669,3.5408499523827164,LN,train,7.801059957454083e-05
