time,DV,rod_demand_pos,rod_actual_pos,torque,rotor_speed,i_3p_a,i_3p_b,i_3p_c,direct,quadrature,run_index,transitions,del_pos,ylabel
0.001,3491.74319922453,359.686911073818,352.999999999977,-0.0003023600472949,-6.12103084558896e-07,-0.0002879619498046,0.0001439809753218,0.0001439809744828,-4.78582226837846e-13,-0.0002879619498046,601,3602,6.68691107381801,HI
0.00218,3491.74319922453,359.686911073818,353.000005487628,4.79918639570701,0.0962210154511592,4.57065371028258,-2.28532717820083,-2.28532653208175,2.7946499514655e-05,4.57065371019716,601,3602,6.68691107381801,HI
0.00336,3491.74319922453,359.686911073818,353.000147155002,8.29948463991745,0.678134102880432,7.90427121373986,-3.95214177038141,-3.95212944335845,0.0014230921029514,7.90427108563567,601,3602,6.68691107381801,HI
0.00454,3491.74319922453,359.686911073818,353.000607650028,14.1989970376152,1.66955700949031,13.5228581649,-6.76148193666519,-6.76137622823482,0.0101955961480491,13.5228543215383,601,3602,6.68691107381801,HI
0.00572,3491.74319922453,359.686911073818,353.001514942588,16.9049376344367,2.91640826498855,16.0999666500564,-8.04888701591809,-8.05107963413834,0.0289875122652364,16.0999406042254,601,3602,6.68691107381801,HI
0.0069,3491.74319922453,359.686911073818,353.002946169653,16.3148236767271,4.30436545939963,15.5380202208462,-7.76629275988948,-7.7717274609567,0.0538247302627727,15.5379273111687,601,3602,6.68691107381801,HI
0.00808,3491.74319922453,359.686911073818,353.004934483078,16.6154288932931,5.73616751253545,15.8215064201146,-7.4869251532782,-8.33458126683641,-0.392042414343774,15.8242179936124,601,3602,6.68691107381801,HI
0.00926,3491.74319922453,359.686911073818,353.007483884604,16.8588229458844,7.14861565573488,16.0568368388771,-8.03898028099433,-8.0178565578828,0.162235188430615,16.0560218532232,601,3602,6.68691107381801,HI
0.01044,3491.74319922453,359.686911073818,353.010580194536,15.9535078137636,8.5160516473803,15.1891471828822,-7.20176778656825,-7.98737939631393,-0.252679038032964,15.1938169654891,601,3602,6.68691107381801,HI
0.01162,3491.74319922453,359.686911073818,353.01420328967,15.0649233333421,9.83259337204059,14.3338613045901,-6.38953947712261,-7.94432182746746,-0.642872837267268,14.3475460317543,601,3602,6.68691107381801,HI
0.0128,3491.74319922453,359.686911073818,353.018335725035,14.440023559369,11.1101886762235,13.7352290232489,-6.08293348993608,-7.65229553331284,-0.590663241037145,13.7524033898752,601,3602,6.68691107381801,HI
0.01398,3491.74319922453,359.686911073818,353.022962001498,14.3719802946652,12.3509577162867,13.6679080938734,-6.07054546044417,-7.59736263342924,-0.48822854629022,13.6876002806335,601,3602,6.68691107381801,HI
0.01516,3491.74319922453,359.686911073818,353.02807205921,14.5394719121942,13.5736443631756,13.8405993748067,-6.54900845306402,-7.29159092174266,0.0581046601681505,13.8471161068516,601,3602,6.68691107381801,HI
0.01634,3491.74319922453,359.686911073818,353.033661448677,14.7201852579135,14.7887652800469,13.9966913715238,-6.27987609402525,-7.71681527749856,-0.238727836733837,14.0192240551558,601,3602,6.68691107381801,HI
